id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1141304886930366005,E&A Legacy,186423857,Anna,Belize,Belize Mainland,17.55448188149206,-88.31450949936922,Entire home/apt,242,3,0,,,1,269,0,
1141954755517991327,Mile 9 Camp House,567960559,Ivette,Belize,Belize Mainland,17.46938,-88.31139,Private room,190,1,0,,,2,269,0,
1142311654855100127,Infinity Pool~Waterfront,234214070,Bonnie,Stann Creek,Stann Creek Mainland,16.52877,-88.36912,Entire home/apt,600,3,3,2024-12-28,0.80,1,0,3,
1142803469353091738,Toucan Room,574226226,Don,Cayo,Cayo,17.116979555539768,-88.92806712095444,Entire home/apt,329,1,0,,,2,230,0,
1142898653718460800,San Pedro ocean paradise,291018868,Shuman,Belize,Belize Islands,17.9209,-87.9604,Private room,139,1,12,2024-12-26,1.63,7,246,12,
1143428332292630994,Tropical Villa @ Pineapple hill,214690310,Steven,Stann Creek,Stann Creek Mainland,17.04885,-88.53992,Entire home/apt,299,3,5,2024-12-26,0.64,5,245,5,
1144119197936710919,Beach Front Cabana Hopkins Belize,116683983,Kevin,Stann Creek,Stann Creek Mainland,16.85604,-88.28179,Entire home/apt,402,3,8,2024-12-21,1.18,1,250,8,
1144943802126677845,Casa Weldy at Cerros Peninsula,572880414,Timothy,Corozal,Corozal,18.3542035,-88.333775,Entire home/apt,450,1,1,2024-11-22,0.79,1,249,1,
1145779655868105681,Modern Studio,539263081,Riverstone,Cayo,Cayo,17.241188591611362,-89.02782086347656,Entire home/apt,120,1,2,2024-10-28,0.85,3,250,2,
1146083979270412083,Glamping In Belize,160969355,Julie,Belize,Belize Mainland,17.55527,-88.31071,Entire home/apt,80,1,4,2024-11-23,0.66,4,269,4,
1146238916451496256,Wooden Tipi Tent,574971406,Nigel,Belize,Belize Mainland,17.57115398558015,-88.38035579770803,Entire home/apt,80,1,0,,,1,269,0,
1146356231550877368,Beach House  & Studio Apartment in Hopkins Belize,21939219,Kirsty,Stann Creek,Stann Creek Mainland,16.836573077490318,-88.26779560029448,Entire home/apt,1001,2,0,,,3,193,0,
1147100682066174078,Casa Xun,575216416,Jacqueline,Cayo,Cayo,17.079074137151075,-89.12218976765871,Entire home/apt,150,1,7,2024-12-25,1.32,1,362,7,
1147201670935011764,Mountain Top Suite,573049874,Darella Lynn,Cayo,Cayo,17.16934,-88.96686,Private room,154,1,2,2024-08-20,0.41,3,364,2,
1147280041144649827,The more the merrier Room E,335080464,Mia,Toledo,Toledo Mainland,16.10256,-88.80118,Entire home/apt,180,1,0,,,2,268,0,
1147280558568670079,Cute and cozy Room B,335080464,Mia,Toledo,Toledo Mainland,16.10208,-88.80225,Private room,115,1,1,2024-12-05,1,2,268,1,
1147370235700951486,Blue Mango at Los Mangoes,176929780,Emily,Stann Creek,Stann Creek Mainland,16.86677,-88.28513,Private room,156,2,2,2024-10-26,0.63,3,216,2,
1147969371813168310,Vaiana at Moonrise Beach–A Perfect Family Getaway!,484012819,Anna,Stann Creek,Stann Creek Mainland,16.66473,-88.309836,Entire home/apt,545,2,3,2024-12-14,0.47,3,252,3,
1147974763401691619,Vaiana & Aerie at Moonrise Beach-Family Perfection,484012819,Anna,Stann Creek,Stann Creek Mainland,16.66473,-88.309836,Entire home/apt,,2,1,2024-07-21,0.19,3,235,1,
1148014533424587855,Moonrise Beach–A Perfect Family Getaway-Sleeps 16,484012819,Anna,Stann Creek,Stann Creek Mainland,16.66473,-88.30984,Entire home/apt,1150,2,2,2024-12-23,0.37,3,231,2,
1148772106434009655,Pool Cottage @ Sue-Casa/CCHuts beach property,24750033,Susan,Belize,Belize Islands,17.73911,-88.02594,Entire home/apt,260,2,9,2024-12-27,1.54,3,265,9,
1149482578415318763,Cozy Studio with Views of The Mopan River,575815427,Vanessa,Cayo,Cayo,17.17277479157164,-89.10701219678955,Entire home/apt,351,1,1,2024-06-26,0.16,1,175,1,
1151510380323488289,The Sentinel - Modern Home 4Br/2.5 Bath~FullyAC,468172536,Bernardis,Cayo,Cayo,17.156864477503692,-89.07329204484407,Entire home/apt,456,2,0,,,1,339,0,
1151519005018459489,"Best Place to Unwind! Pool, Free Parking!",25138314,RoomPicks By Antony,Belize,Belize Islands,17.98456,-87.92156,Entire home/apt,1211,1,0,,,6,286,0,
1151731525065253471,Fort George Bungalows Too.,319313340,Sean,Belize,Belize Mainland,17.495033045542353,-88.18345885723829,Entire home/apt,217,1,12,2024-12-15,2.17,2,165,12,
1152205610440521930,3 Bedroom Jungle Lodge Near Placencia Peninsula,549548133,Les,Stann Creek,Stann Creek Mainland,16.64358665338508,-88.49379198931884,Entire home/apt,888,1,0,,,2,99,0,
1152905292544773951,Villa Hermosa- 2 Bedroom Home,36212095,Amiela,Belize,Belize Islands,17.74206113374765,-88.0244216563446,Entire home/apt,341,2,5,2024-11-27,0.87,5,276,5,
1154537345157648789,Belize seareef Inn room #1,268368288,Jaime,Belize,Belize Islands,17.74663,-88.02407,Private room,100,2,1,2024-12-18,1,5,308,1,
1154552181574300224,Belize Seareef Inn room #2,268368288,Jaime,Belize,Belize Islands,17.74812,-88.02301,Private room,114,2,3,2024-12-13,0.67,5,312,3,
1155838566086757365,Casita Preciosa,118286592,Stacy,Belize,Belize Islands,17.73543,-88.03132,Entire home/apt,240,3,0,,,1,55,0,
1156792554425930454,Stone Lady Lodge,370660951,Edwin,Cayo,Cayo,17.08380644077336,-89.1265020892024,Private room,141,1,0,,,2,269,0,
1156807846000495879,Stone Lady Lodge Family,370660951,Edwin,Cayo,Cayo,17.08358,-89.12575,Entire home/apt,121,1,1,2024-07-15,0.18,2,364,1,
1157310314302125374,Oceanview 2 King Suite Condo Balcony & Pool Access,348426210,StayFloreo,Belize,Belize Islands,17.97111,-87.92969,Entire home/apt,282,1,3,2024-11-09,0.58,33,347,3,
1157310925431411484,Stunning Oceanfront 2BR Condo Reef Views & Pools,348426210,StayFloreo,Belize,Belize Islands,17.97137,-87.9298,Entire home/apt,282,1,0,,,33,359,0,
1157311364564629763,Tropical Paradise Condo Residences at Barrier Reef,348426210,StayFloreo,Belize,Belize Islands,17.97077,-87.92905,Entire home/apt,282,1,0,,,33,196,0,
1157311753657501426,Tranquil Oasis 1BR Condo Residence at Barrier Reef,348426210,StayFloreo,Belize,Belize Islands,17.9701,-87.93047,Entire home/apt,291,1,0,,,33,363,0,
1157312061880385159,Luxury Oceanview Condo Private Balcony Resort Pool,348426210,StayFloreo,Belize,Belize Islands,17.97139,-87.93104,Entire home/apt,282,1,3,2024-08-27,0.49,33,344,3,
1157312324178149872,Secluded Paradise: Charming Casita w/Pool Access,348426210,StayFloreo,Belize,Belize Islands,17.97157,-87.93045,Entire home/apt,218,1,1,2024-12-21,1,33,357,1,
1157312891896608054,Oceanfront Bliss: LUX 2BR Condo Reef View & Pools,348426210,StayFloreo,Belize,Belize Islands,17.97098,-87.9304,Entire home/apt,282,1,2,2024-12-12,0.41,33,357,2,
1157574044244545420,Tuscan Villa Apartment,251726874,Sattva Land,Stann Creek,Stann Creek Mainland,17.01609,-88.49127,Entire home/apt,331,1,0,,,12,272,0,
1157967926710753498,2BR Oceanfront Condo w/Stunning Barrier Reef Views,348426210,StayFloreo,Belize,Belize Islands,17.97004,-87.92886,Entire home/apt,,1,3,2024-11-30,0.54,33,0,3,
1158249803134786246,"GECKO""LOFT""BUNGALOW*Free Shuttle",42386263,Michelle,Belize,Belize Mainland,17.561947498235906,-88.31153077351043,Private room,356,1,29,2024-12-12,4.05,3,319,29,
1158289454586407986,Family rooms,291018868,Shuman,Belize,Belize Islands,17.9197,-87.96213,Private room,165,1,1,2024-09-23,0.31,7,245,1,
1158820156241595405,"Poolside Relaxation, Breathtaking Sunsets A1",65390255,Sunrise,Belize,Belize Islands,17.953554,-87.942368,Entire home/apt,272,1,3,2024-09-09,0.45,30,308,3,
1158820238093658335,El Estero A2: Your Sunset Getaway,65390255,Sunrise,Belize,Belize Islands,17.953492,-87.942454,Entire home/apt,272,1,4,2024-10-14,0.66,30,281,4,
1160374080701769240,Kingdom of Caerus,546613812,Konstantin,Belize,Belize Mainland,17.67337,-88.36321,Entire home/apt,219,1,10,2024-12-20,1.60,1,263,10,
1160815615532584701,Remote jungle house: La Casa Fiesta Grande,536790603,Walter,Cayo,Cayo,17.00214,-89.04626,Entire home/apt,240,5,0,,,2,302,0,
1161559067023093819,Family Cabana,545904918,Mineral,Cayo,Cayo,17.153994540784286,-88.8519111116394,Entire home/apt,1001,1,1,2024-08-20,0.23,4,271,1,
1162225988477456175,2 Bedroom Beachfront Villa,486738455,Ayamu,Stann Creek,Stann Creek Mainland,16.62174,-88.35274,Entire home/apt,559,2,0,,,4,262,0,
1162234908036769791,3 Bedroom Beachfront Villa,486738455,Ayamu,Stann Creek,Stann Creek Mainland,16.62427,-88.35233,Entire home/apt,725,2,1,2024-07-14,0.18,4,262,1,
1162407859345237764,Dolphin Park Apartment,572840684,Moninder,Belize,Belize Mainland,17.51584,-88.20406,Entire home/apt,130,1,5,2024-12-15,0.77,1,269,5,
1163803848044557310,Sea Horizon Suite # 8,538998236,Wen Yuan,Belize,Belize Islands,17.90881,-87.97373,Private room,,1,0,,,6,268,0,
1167335005191235218,Sorrell Cottage-1 Bedroom Right on the Caribbean!,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.56394,-88.364087,Entire home/apt,279,2,0,,,99,321,0,
1167335034637135470,Sorrell Cottage-Studio Apartment on the Caribbean!,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.56394,-88.36409,Entire home/apt,278,2,1,2024-09-15,0.28,99,329,1,
1167335062912260419,Sorrell Cottage-2 Bedrooms Right on the Caribbean!,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.56394,-88.364087,Entire home/apt,510,2,1,2024-08-13,0.22,99,322,1,
1167335089919011642,Sorrell Cottage-4 Bedrooms Right on the Caribbean!,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.56394,-88.364087,Entire home/apt,882,2,2,2024-08-05,0.36,99,314,2,
1168148000609630586,Reef Daze,54855597,Caliste,Belize,Belize Islands,17.77717,-88.02479,Entire home/apt,549,1,2,2024-11-03,0.33,1,291,2,
1168770940980959654,The Palms - Double Queen Suite,566767663,Laura,Belize,Belize Mainland,17.51118,-88.19279,Private room,381,1,29,2024-12-22,4.14,3,341,29,
1170391331513218351,Suite Seven,581133683,Shiromi,Belize,Belize Mainland,17.50895,-88.22081,Entire home/apt,218,1,1,2024-09-10,0.27,1,160,1,
1171281912725172341,Ultimate Belize Beach Shack,401398225,Pamela,Stann Creek,Stann Creek Mainland,16.5778141,-88.365819,Entire home/apt,402,1,2,2024-12-23,0.38,1,341,2,
1173148362435521828,Residences at Barrier Reef 2BR Oceanfront Condo,348426210,StayFloreo,Belize,Belize Islands,17.97016,-87.92914,Entire home/apt,282,1,3,2024-10-29,0.56,33,340,3,
1173990386071254796,The Palms - Two Bedroom Suite,566767663,Laura,Belize,Belize Mainland,17.51161,-88.19324,Private room,583,1,9,2024-12-27,1.39,3,320,9,
1175370490693413152,Chechem Suite,43141320,Nelida,Cayo,Cayo,17.15673043074369,-89.07788671553135,Entire home/apt,172,2,4,2024-12-21,0.75,4,247,4,
1176189193857496351,"Oceanfront Condo, Balcony w/Barrier Reef Views",348426210,StayFloreo,Belize,Belize Islands,17.97086,-87.93089,Entire home/apt,282,1,4,2024-12-10,0.80,33,342,4,
1177636216398608774,Freebird-Stunning-Water Front-Luxury-Private,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.606812,-88.355615,Entire home/apt,743,2,4,2024-12-16,1.05,99,293,4,
1177636250852866677,Obladi-Waterfront Luxury-Modern-Quiet with Pool,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.60623,-88.35563,Entire home/apt,743,2,1,2024-08-15,0.22,99,309,1,
1177827837710168543,Driftwood Beach Front Cabanas with Wifi and kayaks,207413100,Jennifer,Belize,Belize Islands,17.76056,-88.03018,Entire home/apt,797,3,4,2024-12-22,0.71,1,272,4,
1178416130627329088,Off The Grid Belize Style,160969355,Julie,Belize,Belize Mainland,17.55547,-88.31128,Entire home/apt,100,1,1,2024-11-17,0.70,4,364,1,
1179155775336947792,stat fish private Room only with A. C,166573434,Vilma,Belize,Belize Mainland,17.5068,-88.19158,Private room,111,1,1,2024-06-22,0.16,2,351,1,
1181327078530893853,The Diving Pelican at Palm&Pelican,23658444,Sandy,Stann Creek,Stann Creek Mainland,16.61182,-88.3532,Entire home/apt,404,1,0,,,3,122,0,
1181327134386721317,Drunken Pelican at Palm & Pelican,23658444,Sandy,Stann Creek,Stann Creek Mainland,16.61184,-88.35301,Entire home/apt,295,1,0,,,3,353,0,
1181400163433123035,Estuary Belize Inn Room 1,584104048,Rocio,Belize,Belize Mainland,17.536157915523095,-88.23802725266725,Private room,130,1,2,2024-12-04,1.40,3,365,2,
1181891961231928023,Central and Modern Studio in San Pedro Town,8554313,Ricky,Belize,Belize Islands,17.923620373899894,-87.95995874232786,Entire home/apt,,2,12,2024-12-20,1.97,15,2,12,
1181953615226558228,Estuary Belize Inn Apartment 2,584104048,Rocio,Belize,Belize Mainland,17.535667363934696,-88.23857894393312,Private room,180,1,1,2024-11-18,0.71,3,365,1,
1181968301951393644,Estuary Belize Inn Apartment 3,584104048,Rocio,Belize,Belize Mainland,17.53572171742149,-88.23832762964082,Private room,160,1,3,2024-12-14,0.57,3,364,3,
1182098410506944842,Brahma Blue Gorgeous 2 bed with 2 Bath,209765871,Michelle,Belize,Belize Islands,17.93159600690977,-87.97698628530271,Private room,387,1,0,,,5,321,0,
1182125982244020976,Barefoot Beach Front House,584331479,Ricky,Belize,Belize Islands,17.738105,-88.0255923,Entire home/apt,630,2,0,,,1,12,0,
1182614882806000086,Enchanted Jungle Treehouse,93634828,KayLynn,Cayo,Cayo,17.251870805209474,-88.96959784767319,Entire home/apt,109,2,14,2024-12-24,3.85,2,288,14,
1182784685873711871,Seafront 1-Bed Apartment @ Harbour View Hotel,241734191,Michelle,Belize,Belize Mainland,17.49109,-88.18292,Private room,424,1,0,,,16,11,0,
1182963039810444226,Full House/ Private/ Valley View,15875901,Mario,Orange Walk,Orange Walk,17.897499448743257,-88.89850564311814,Entire home/apt,513,2,0,,,1,363,0,
1183309651717401983,Tortuga Vida - Owner Suite,16112098,Samantha,Belize,Belize Islands,17.938463044352257,-87.95038284865721,Entire home/apt,361,2,4,2024-12-27,0.96,4,302,4,
1183322316481151242,Tortuga Vida - Full Rental,16112098,Samantha,Belize,Belize Islands,17.93837628241385,-87.95049013701781,Entire home/apt,918,3,0,,,4,270,0,
1183399767549492188,Coral Retreat & Pool Club at Mahogany Bay,203551366,Elliott,Belize,Belize Islands,17.89957,-87.98258,Entire home/apt,861,2,9,2024-12-06,2.27,29,308,9,
1183399768448694918,The Lovejoy & The Pool Club at Mahogany Bay,203551366,Elliott,Belize,Belize Islands,17.89935,-87.98337,Entire home/apt,1343,2,14,2024-12-27,2.41,29,314,14,
1184333924730940033,Luxurious Private Beach Home with Large Pool,502039540,Lynette,Stann Creek,Stann Creek Mainland,16.65921,-88.31182,Entire home/apt,908,5,3,2024-12-15,0.58,1,319,3,
1184912107206660549,Island Magic Ground Floor Villas,241061744,Alina,Belize,Belize Islands,17.75531,-88.02383,Private room,706,1,3,2024-12-14,0.60,10,309,3,
1185511207748970676,Sunshine Cabana  @ Ocean View Beach Facility,213612639,Mariel,Stann Creek,Stann Creek Mainland,16.95876,-88.22109,Entire home/apt,275,1,0,,,2,363,0,
1185717261773003870,Secret Beach Iguana Apt at Mr Ed’s Adv.,352739906,Lynn,Belize,Belize Islands,17.973273455957727,-87.97122940421104,Entire home/apt,500,2,0,,,4,360,0,
1185731527368038654,Central 3 Bed in San Pedro (Embassy Apartment),8554313,Ricky,Belize,Belize Islands,17.923599957618617,-87.95996410674589,Entire home/apt,,2,1,2024-07-23,0.19,15,0,1,
1186350023650533356,Beachfront Seaside Escape Beach House,585496929,Linda,Stann Creek,Stann Creek Mainland,16.8273,-88.26629,Entire home/apt,454,3,0,,,1,299,0,
1186408647425215152,Ocean  view room,291018868,Shuman,Belize,Belize Islands,17.92104,-87.96209,Private room,180,1,3,2024-08-26,0.58,7,253,3,
1186912727313683993,"Beachfront Suite, Ambergris Caye",197790527,SunBreeze,Belize,Belize Islands,17.92067,-87.96056,Private room,615,1,0,,,3,301,0,
1186921854631477270,One Bedroom Oceanview Suite,197790527,SunBreeze,Belize,Belize Islands,17.9192,-87.96217,Private room,555,1,1,2024-08-07,0.21,3,291,1,
1187823323892140955,"Seashell Suite, Garden & Pool Views @SapphireBeach",357890392,Azul,Belize,Belize Islands,18.03593,-87.89619,Entire home/apt,304,3,2,2024-08-14,0.39,29,278,2,
1188478078868648947,Caye Caulker Boutique Guest House Suite 1,586098077,Rhonda,Belize,Belize Islands,17.738414544417548,-88.0261703865082,Private room,583,2,3,2024-12-22,0.66,7,272,3,
1188595227989676484,Lazy Crabs-Brand New Lagoon Bungalow-Pool-Private,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.61821,-88.355535,Entire home/apt,303,2,3,2024-10-11,0.51,99,322,3,
1188613199439040573,Lazy Crabs-Starfish-Brand New Lagoon Bungalow-Pool,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.61821,-88.355535,Entire home/apt,303,2,1,2024-08-19,0.23,99,313,1,
1188623442258063937,Lazy Crabs-Brand New Double Bungalow-Private Pool.,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.61821,-88.355535,Entire home/apt,502,2,0,,,99,277,0,
1189755277062528110,Caye Caulker Boutique Guest House Suite 2,586098077,Rhonda,Belize,Belize Islands,17.7383561062866,-88.0262158721593,Private room,,2,0,,,7,309,0,
1189798449767138753,Caye Caulker Boutique Guest House Suite 3,586098077,Rhonda,Belize,Belize Islands,17.7401,-88.02664,Private room,,2,1,2024-10-02,0.34,7,305,1,
1189807475732230493,Caye Caulker Boutique Guest House Studio Room 4,586098077,Rhonda,Belize,Belize Islands,17.73807,-88.02536,Private room,307,2,1,2024-08-14,0.22,7,324,1,
1189809677340546023,Caye Caulker Boutique Guest House Studio Room 5,586098077,Rhonda,Belize,Belize Islands,17.74006,-88.02654,Private room,,2,0,,,7,329,0,
1189813597687174074,Caye Caulker Boutique Guest House studio Room 6,586098077,Rhonda,Belize,Belize Islands,17.73963,-88.02558,Private room,326,2,1,2024-11-14,0.65,7,317,1,
1189816554495722064,Caye Caulker Boutique Guest House Studio Room 7,586098077,Rhonda,Belize,Belize Islands,17.7382,-88.02539,Private room,326,2,0,,,7,327,0,
1189967893301074870,Wooden Cabin On A Ranch,160969355,Julie,Belize,Belize Mainland,17.55541,-88.31131,Entire home/apt,100,1,0,,,4,269,0,
1191331380306324345,Casa Ranguana,296441625,David Robert,Stann Creek,Stann Creek Mainland,16.543899958134755,-88.35646007383295,Entire home/apt,985,3,0,,,3,292,0,
1195666759415513100,Island Magic Rooftop Villas,241061744,Alina,Belize,Belize Islands,17.7545,-88.02426,Private room,858,1,0,,,10,324,0,
1196382767371513106,Vacation Tropical Holiday Cottage! Sleeps 3,588363022,Alice Marie,Belize,Belize Islands,17.736714811463795,-88.03141390583495,Entire home/apt,,2,21,2024-12-19,3.73,3,1,21,
1196427052193725027,Vacation Cottage 3 Beds / 2 Baths,588363022,Alice Marie,Belize,Belize Islands,17.736817,-88.02943979999999,Entire home/apt,,2,2,2024-08-12,0.37,3,1,2,
1196715951141763047,Deluxe two bedroom apartment,387256925,Julie-Ann,Belize,Belize Mainland,17.50833,-88.21903,Entire home/apt,161,2,3,2024-12-16,0.61,3,359,3,
1197305692329354564,Ocean Front Wellness Resort - Secret Beach,175707516,Tiffany,Belize,Belize Islands,17.97565,-87.9699,Private room,2753,1,1,2024-09-09,0.27,4,47,1,
1197705711262582741,Vacation Cottage - Escape to Paradise!,588363022,Alice Marie,Belize,Belize Islands,17.736817,-88.02943979999999,Entire home/apt,149,2,5,2024-12-15,0.89,3,81,5,
1197771157105634174,studio apartment #7 1 bed 1 bth,553296172,Yan Hua,Belize,Belize Islands,17.92147,-87.96211,Private room,151,1,2,2024-12-26,1.36,9,355,2,
1197772715421421707,Room B1 - shared apartment,553296172,Yan Hua,Belize,Belize Islands,17.92567,-87.96061,Private room,151,1,0,,,9,266,0,
1198533003989320326,Charming Cozy Caye Casita,524780113,Deidre,Belize,Belize Islands,17.88648,-87.98697,Entire home/apt,515,1,0,,,1,79,0,
1198609780713941514,6A Ocean Property-Pool-Private-Beach-Luxury Villa!,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.53359423,-88.36023939,Entire home/apt,638,2,4,2024-11-07,0.79,99,284,4,
1200010022819876047,Ocean Front Casitas 1&2,175707516,Tiffany,Belize,Belize Islands,17.976883568440645,-87.97054909256384,Private room,1761,1,0,,,4,303,0,
1200088818864474451,*NEW* 3BR Condo - Sunset Caribe,589640988,Heather,Belize,Belize Islands,17.94417,-87.94688,Private room,,4,0,,,1,319,0,
1201460225641752086,Casa Sirena Belize! Studio 2,57013243,Rachel,Belize,Belize Islands,17.7611578,-88.02774869999999,Entire home/apt,193,2,0,,,3,156,0,
1201686707028396560,Casa Sirena Belize! Studio 1,57013243,Rachel,Belize,Belize Islands,17.7611578,-88.02774869999999,Entire home/apt,211,2,1,2024-07-30,0.20,3,151,1,
1201847213692119146,MATUK&ROSE Cozy Apartment Unit,496453511,Carolyn,Belize,Belize Mainland,17.4856377,-88.2008808,Entire home/apt,152,1,0,,,1,261,0,
1202862241986070877,"Oceanfront villa w/ inviting pool, views",76414486,Vacasa Belize,Belize,Belize Islands,17.88314,-88.00338,Entire home/apt,561,2,3,2024-10-03,0.67,215,355,3,
1202984336519961245,Brand new beautiful home.,116690032,Blanca Lili,Cayo,Cayo,17.25238,-88.7608,Entire home/apt,155,2,6,2024-12-11,1.28,1,360,6,
1203088689375128890,Beachfront Bungalow near Hopkins,590453973,Summer,Stann Creek,Stann Creek Mainland,16.823244654831758,-88.2659233632956,Entire home/apt,361,2,5,2024-12-15,1.12,1,276,5,
1203522245118782659,Keel-Billed Toucan Suite,435105046,Sitnah,Belize,Belize Mainland,17.5514318,-88.3196462,Entire home/apt,151,1,5,2024-12-20,1.00,5,266,5,
1204473275019678969,Condo 8 Big Ocean Front Luxury 2/2 Condo,131651367,Floyd,Belize,Belize Islands,17.958013465484363,-87.93699560443086,Entire home/apt,718,1,1,2024-08-01,0.20,11,304,1,
1204876051389984062,5th floor Deluxe Queen Studio,564785554,Geovanni,Belize,Belize Islands,17.94885,-87.94486,Entire home/apt,345,3,0,,,1,160,0,
1206333999917298016,Permit To Play 2- Caribbean Seafront 2 bed 2+ bath,171643832,Dana,Stann Creek,Stann Creek Mainland,16.584182,-88.362917,Entire home/apt,632,2,0,,,3,211,0,
1206334053586037110,Permit To Play 1- Caribbean Seafront 1 bed 1+ bath,171643832,Dana,Stann Creek,Stann Creek Mainland,16.584161,-88.362896,Entire home/apt,252,2,1,2024-10-03,0.34,3,277,1,
1206334108778764982,Permit To Play 3 - Caribbean Seafront,171643832,Dana,Stann Creek,Stann Creek Mainland,16.584181,-88.362976,Entire home/apt,948,2,3,2024-12-20,0.61,3,211,3,
1207309997073725780,Oceanfront Casa w/Pool & Stunning Sunrise Views,348426210,StayFloreo,Belize,Belize Islands,17.95394,-87.9405,Entire home/apt,724,1,2,2024-10-19,0.75,33,308,2,
1207470315034269545,King suite,591641278,Sairi,Corozal,Corozal,18.48391,-88.39631,Private room,280,1,0,,,1,365,0,
1208771120064501115,Four Bedroom Master Villa,241061744,Alina,Belize,Belize Islands,17.75501581074948,-88.02479991619141,Entire home/apt,2018,1,1,2024-11-03,0.53,10,335,1,
1208893593335567287,La Zambrana,592174361,Stanley,Corozal,Corozal,18.37605,-88.40009,Private room,182,2,4,2024-12-20,0.98,1,347,4,
1209427693115114624,Muna Numa Vacation Home,486738455,Ayamu,Stann Creek,Stann Creek Mainland,16.84005,-88.27181,Entire home/apt,583,2,0,,,4,352,0,
1209442505460523296,The Spotted Drum Vacation Home,486738455,Ayamu,Stann Creek,Stann Creek Mainland,16.84069,-88.27332,Entire home/apt,647,2,0,,,4,333,0,
1211715212783778110,Tranquil Oceanfront Private Estate Oasis by ALOM,565725300,Sari Melain,Belize,Belize Islands,18.03531,-87.89637,Entire home/apt,2494,2,0,,,3,290,0,
1211716306090189702,Tucked Away Beachfront Villa Oasis by ALOM,565725300,Sari Melain,Belize,Belize Islands,18.03532,-87.89655,Entire home/apt,1084,2,0,,,3,296,0,
1211716881967848737,Tropical Oceanfront Villa Oasis by ALOM,565725300,Sari Melain,Belize,Belize Islands,18.03469,-87.89808,Entire home/apt,1084,2,0,,,3,320,0,
1212414339718057302,Inviting 1BR Waterview Ambergris Caye | Patio,76414486,Vacasa Belize,Belize,Belize Islands,17.92736,-87.95958,Entire home/apt,252,1,0,,,215,365,0,
1212523864950432767,"Cute new home, great location, crazy view in Cayo",175434051,Debbie,Cayo,Cayo,17.23419,-88.9264,Entire home/apt,,1,5,2024-12-04,1.18,7,341,5,
1213121110120059802,Cool Shade Mountain Top Suite,573049874,Darella Lynn,Cayo,Cayo,17.16878,-88.96467,Private room,123,1,0,,,3,364,0,
1213150471308516332,Gonzalez beach studio,578741902,Janelli,Belize,Belize Islands,17.92326,-87.96003,Entire home/apt,218,3,0,,,1,302,0,
1213824923136525222,Bayview Belize,885905,Mario,Belize,Belize Islands,17.88368,-88.00124,Entire home/apt,400,1,0,,,2,365,0,
1213833070278784670,the spot tarpon bay,885905,Mario,Belize,Belize Islands,17.88321121371271,-88.00124332308769,Entire home/apt,392,1,0,,,2,363,0,
1213839692487140128,1BR 2nd-Floor Lakefront Mara Laguna,76414486,Vacasa Belize,Belize,Belize Islands,17.93479,-87.9561,Entire home/apt,254,2,0,,,215,359,0,
1213858498249955288,"Casa Carimi, San Ignacio",97813013,Mark,Cayo,Cayo,17.14876,-89.08095,Entire home/apt,303,2,2,2024-10-10,0.50,1,324,2,
1213872723049690771,Mountain Top Paradise,573049874,Darella Lynn,Cayo,Cayo,17.16975471859685,-88.96429918706417,Private room,123,1,0,,,3,364,0,
1216768275936729417,"Cozy, Modern Apt W AC, Washer/Dryer for Travelers",462323256,Nicole,Cayo,Cayo,17.249013369047645,-88.74970699928988,Entire home/apt,101,1,5,2024-12-20,1.13,3,81,5,
1216874807602111090,Ocean View Beachfront Condo - A4,402636567,Carlos,Belize,Belize Islands,17.89271,-87.97888,Entire home/apt,845,1,0,,,22,295,0,
1218828846261208268,Adagio Villa Beach Studio!,484378150,Tammy,Belize,Belize Islands,17.94302532058034,-87.94588133649451,Entire home/apt,498,1,0,,,4,244,0,
1218863373934377816,Adagio Villa 2 Bdrm Beach Condo,484378150,Tammy,Belize,Belize Islands,17.94223559733309,-87.9468867261344,Entire home/apt,706,1,0,,,4,247,0,
1219918814932678272,Island Magic Ground Floor Villas,241061744,Alina,Belize,Belize Islands,17.754720683607893,-88.02472316823118,Private room,706,1,0,,,10,336,0,
1219989447830042324,Island Magic Ground Floor Villas,241061744,Alina,Belize,Belize Islands,17.75493,-88.02476,Private room,706,1,0,,,10,320,0,
1219996270083602133,Island Magic Rooftop Villas,241061744,Alina,Belize,Belize Islands,17.754900190576613,-88.0246700827261,Private room,858,1,0,,,10,346,0,
1220000615230831560,Island Magic Rooftop Villas,241061744,Alina,Belize,Belize Islands,17.75495,-88.02481,Private room,858,1,0,,,10,356,0,
1221373914837751158,Central and Modern Studio in San Pedro Town,8554313,Ricky,Belize,Belize Islands,17.9237786,-87.95998019999999,Entire home/apt,125,3,5,2024-12-10,1.60,15,303,5,
